,id|title|starring|writer|editor|
766,816|Right at Your Door|Max Kasch Rory Cochrane Will McCormack Mary Catherine McCormack|Chris Gorak|Jeffrey M. Werner|
767,817|||Morten Skallerud||
768,818|Motor Psycho|Coleman Francis Arshalouis Aivazian George Costello Joseph Cellini Richard S. Brummer Thomas Scott Sharon Lee Alex Rocco Stephen Oliver Holle K. Winters Haji (actress) Steve Masters F. Rufus Owens|W.E. Sprague James Griffith Hal Hopper||
769,820|Zoop in Zuid-Amerika||||
770,821|Le Temps qui reste|Valeria Bruni-Tedeschi Melvil Poupaud Jeanne Moreau Christian Sengewald|Fran?ois Ozon||
771,822||Rajnikanth|||
772,823|White Of The Eye|David Lemuel Keith Cathy Moriarty|Andrew Klavan (novel) Donald Cammell||
773,824|Roving Mars||George Butler (filmmaker) Robert Andrus||
774,825||Mackenzie Alexander Astin Kevin Spacey Fowler George Gerdes Penelope Windust Brian Cox David Ogden Stiers August Schellenberg|Jeff Arch John Michael Hayes Djordje Milicevic||
775,826|The Freeze-Out|Henry DeWitt Carey II|George C. Hull||
776,827||Belle Bennett Ronald Charles Colman Ruby Catherine Stevens John Boles (actor)|Frances Marion||
777,828|Boss - I Love You|Ali Akkineni Nagarjuna Rao Shriya Saran Sayaji Shinde Poonam Bhajwa Nayantara|Chintapally Ramana V.N. Aditya||
778,829|October Moon|Sean Michael Lambrecht Jerod Howard Judith O'Dea Charlene Elizabeth Brinkman Jeff Dylan Graham|Jason Paul Collum||
779,830|Singles|James LeGros Sheila Kelley (American actress) Bridget Jane Fonda Matthew Raymond Dillon Campbell Scott Kyra Minturn Sedgwick Bill Pullman Thomas Roy Skerritt Jim True-Frost Dana Eskelson|Cameron Bruce Crowe||
780,831|Fear|Alyssa Jayne Milano Mark Wahlberg Laura Jeanne Reese Witherspoon William Louis Petersen Amy Frederica Brenneman|Christopher Crowe||
781,832||Marie Magdalene Dietrich Melchor Gaston Ferrer Arthur Kennedy|Daniel Taradash||
782,833||Randy Kehler Betsy Corner|Sara Elinoff||
783,834||Wong Jing Tin Kai Man Theresa Fu Wong Yat Tung Yuen Wah Yuen Qiu Jade Leung Lam Chi Chung Roger Kwok Chun On|Jing Wong||
784,835||Lon Chaney Jr. Jean Parker|Dwight V. Babcock||
785,836|Squanto: A Warrior's Tale|Julian Richings Leroy Peltier Sheldon Peters Wolfchild Alex Norton Mark Margolis Michael John Gambon Nathaniel Parker Irene Bedard Eric Schweig Adam Beach|Darlene Craviotto||
786,837|Battle Beyond The Sun|Aleksandr Shvorin Ivan Pereverzhev|Mikhail Karzhukov  Yevgeni Pomeshchikov  Aleksei Sazanov||
787,838|Boiling Point|Takeshi Kitano Minoru Iizuka|Takeshi Kitano||
788,839|2001 A Space Travesty|Oph?lie Winter Leslie William Nielsen Peter Egan|Alan Shearman Francesco Lucente||
789,840|Mr. Deeds|Jared Harris Eruch Avari John Michael Turturro Peter Gallagher Adam Richard Sandler Allen Covert Winona Laura Horowitz|Clarence Budington Kelland Tim Herlihy||
790,841|The Grass Is Greener|Archibald Alec Leach Jean Merilyn Simmons Deborah Jane Kerr-Trimmer Robert Mitchum|Hugh Williams Margaret Vyner||
791,842||Ravi Mohan Gopika Prakash Raj Lakshmi Rai Prithwiraj Sukumaran|Rosshan Andrrews Srinivasan||
792,843||Jeff Seymour Arsin?e Khanjian Shawn Doyle Kathryn Winslow|Ruba Nadda||
793,844|Infinity|Peter Riegert Patricia T. Arquette|Richard Feynman Ralph Leighton||
794,845|The Honeymoon Machine|Brigid Bazlen Jack Weston Dana James Hutton Paula Ragusa Ira Dean Jagger Jack Mullaney Terrence Steven McQueen|George Wells Lorenzo Semple Jr.||
795,846|Incendiary|Ewan McGregor Michelle Ingrid Williams David Matthew Macfadyen|Sharon Maguire||
796,847|Red Sorghum Berlin International Film Festival|Jiang Wen Ten Rujun Gong Li Jia Liu|Jianyu Chen Wei Zhu||
797,848|The Quiet Man|Barry Fitzgerald Marion Robert Morrison Victor McLaglen Maureen FitzSimons Ward Bond|Richard Llewellyn Frank S. Nugent Maurice Walsh||
798,849|Casshern|Jun Kaname Kumiko Aso Mayumi Sada Akira Terao Yusuke Iseya Toshiaki Karasawa Susumu Terajima Tatsuya Mihashi|Kazuaki Kiriya||
799,850|Our Relations|Ralf Harolde Launa Anderson Arthur Stanley Jefferson Iris Adrian Hofstadter Oliver Hardy Sidney Toler Daphne Pollard Betty Healy Noel Madison Alan Hale Arthur Housman Jimmy Finlayson|W.W. Jacobs Felix Adler Jack Jevne Charley Rogers Richard Connell||
800,851|Time Regained|Marcello Mazzarella Emmanuelle Bu00E9hart-Hasson John Gavin Malkovich Marie-France Pisier Catherine Fabienne Dorlu00E9ac Vincent Perez|Marcel Proust Gilles Taurand Raoul Ruiz||
801,852|Anbe Sivam|Nassar(actor) Madhavan Ranganathan Kamal Haasan Kiran Rathod|Kamal Haasan Madhan||
802,853|A Simple Wish|Martin Hayter Short Mara Elizabeth Wilson Ruby Ann Wallace Mary Kathleen Turner Robert Pastorelli|Jeff Rothberg||
803,854||Maureen O'Connell (actor) Chris Phillips (actor) Christian Schneider Peter Newman (actor) Don Oriolo|Pete Brown||
804,855|Pamahiin|Abelardo Dennis Florencio Ho Iya Villania|Andrew Paredes Rahyan Carlos||
805,856||Claude Gauthier Louise Forestier Jean Lapointe Guy Provost H?l?ne Loiselle|Michel Brault||
806,858|A Fine Mess|Edward Bridge Danson III Howie Michael Mandel II|William Blake Crump||
807,859|Fat Man and Little Boy|Laura Elizabeth Dern Paul Leonard Newman William Dwight Schultz John Paul Cusack|Roland Joffe Bruce Robinson||
808,861|Henry: Portrait of a Serial Killer|Tom Towles Michael Rooker Tracy Arnold|Richard Fire John McNaughton||
809,862||Jessica Walter Jack Laufer Richard Ducommun Nancy Fish Ted Marcoux Brandon Quintin Adams Karen Jane Allen William Samuel Horneff Chris Mulkey|William Osborne William Davies (writer)||
810,863||Helen McCrory James Oliver Cromwell Michael Sheen Ilyena Vasilievna Mironov Alex Jennings Sylvia Syms|Peter Morgan (screenwriter)||
811,864|Sun Valley Serenade|Margaret Schuyler Fisher Glenn Miller John Payne (actor) Milton Berlinger Sonja Henie|Robert Ellis (screenplay) Helen Logan (screenplay) Art Arthur (story) Robert Harari (story)||
812,865|A Thousand and One Nights||Osamu Tezuka Hiroyuki Kumai Kazuo Fukasawa||
813,866|Vaada|Arjun Rampal Amisha Patel|Santosh Sivan Saket Chaudhary Abbas Tyrewala||
814,867||John Lloyd Cruz Phylbert Angellie Ranollo Fagestrom|Mel Del Rossario||
815,868|Who?|Joseph Bova Elliott Goldstein Trevor Howard|Algis Budrys John Gould||
816,869|The Heiress|Ralph David Richardson Ray Collins (actor) Edward Montgomery Clift Ellen Miriam Hopkins Olivia Mary de Havilland|Augustus Goetz Ruth Goetz||
817,871||George Campbell Scott Susannah Yolande Fletcher|Charlotte Bront? Jack Pulman||
818,872||Pooja Bhatt Ajay Devgan Sonali Bendre Nagarjuna Akkineni Kunal Khemu|Mahesh Bhatt Tanuja Chandra||
819,873||Fumihiko Tachiki Fumiko Orikasa Shinichir? Miki Ry?tar? Okiayu Tomoko Kawakami u5DDDu4E0A u502Bu5B50 Romi Paku/Park Romi Masashi Ebara Masakazu Morita Chiwa Sait? Kentar? It?|Tite Kubo Masashi Sogo||
820,874||Kimberly J. Brown Trevor Duke|Lance W. Dreesen||
821,875|Priest of Love|Jorge Rivero Penelope Anne Constance Hatfield Sarah Miles Ava Lavinia Gardner Ian McKellen Arthur John Gielgud Graham Faulkner Janet Suzman|Alan Plater||
822,876|The Clan of the Cave Bear|Daryl Christine Hannah Pamela Reed Thomas G. Waites William James Remar|Jean M. Auel John Sayles||
823,877|A Brand New Hero|Roscoe Arbuckle|||
824,878|Book of Love|Christopher Tyler Young Keith Coogan John Cameron Mitchell|William Kotzwinkle||
825,879|Old Acquaintance|Ruth Elizabeth Davis Byron Elsworth Barr Ellen Miriam Hopkins|Edmund Goulding John Van Druten||
826,880|Kingdom Come|Hoot Gibson|Karl R. Coolidge||
827,881|The Treasure of the Sierra Madre|Harold Herman Brix Walter Houghston Humphrey DeForest Bogart Charles John Holt III Alfonso Bedoya|John Marcellus Huston B. Traven||
828,883|On_Line|Vanessa Ferlito Josh Hamilton (actor) Harold Perrineau Eric Millegan|Jed Weintrob Andrew Osborne||
829,884|By the Sea|Edna Purviance Paddy McGuire Margie Reiger Billy Armstrong (actor) Bud Jamison|Charles Chaplin||
830,885||Faith Esham Ruggero Raimondi Pl?cido Domingo Julia Migenes|Tonino Guerra Francesco Rosi Henri Meilhac Ludovic Hal?vy||
831,886|Space Mutiny|Reb Brown Cameron Mitchell Graham Clark Rufus Swart Billy Second John Phillip Law James Ryan Cisse Cameron|Maria Dante||
832,887||Todd Jones Jane Quigley|Howard Sackler||
833,888|Sex and Breakfast|Alexis Dziena Joanna Miles Eliza Patricia Dushku Macaulay Carson Culkin Eduardo Kuno Becker Paz|Miles Brandman||
834,889||James Gordon MacArthur|Robert Dozier||
835,890|Chicken Run|Miranda Jane Richardson Barbara Jane Horrocks Julia Sawalha Mel Gibson Tony Haygarth|Karey Kirkpatrick Peter Lord Nick Park||
836,891|The Year of the Yao|Colin Pine Yao Ming|||
837,892||Poonam Dhillon Farooq Shaikh Madan Puri|||
838,893|The Man Without a Past Grand Prix (Cannes Film Festival)|Markku Peltola Kati Outinen Juhani Niemelu00E4|Aki Kaurismu00E4ki||
839,894|Ang Cute Ng Ina Mo||Wenn V. Deramas Mel Mendoza-Del Rosario||
840,895|||Yoshiyuki Fukuda||
841,896|Cleopatra Jones|Tamara Dobson|||
842,897|The Company of Strangers|Alice Diabo Constance Garneau|Gloria Demers||
843,898|Venom|D.J. Cotrona Meagan Monique Good Jonathan Jackson Rick Cramer Agnes Bruckner Bijou Phillips Laura Ramsey|Brandon Boyce John Zuur Platten Flint Dille||
844,899|Of Mice and Men|Casey Siemaszko Gary Alan Sinise John Gavin Malkovich Sheryl Ann Fenn|John Steinbeck Horton Foote||
845,900||Warly Ceriani Ada Cornaro Tino Tori Elisa Labard?n Domingo Conte Herminia Velich|Julio Irigoyen||
846,901|Un chien andalou|Pierre Batcheff Simone Mareuil Salvador Domingo Felipe Jacinto Dalu00ED i Domu00E8nech Jaime Miravilles Luis Bu?uel|Salvador Domingo Felipe Jacinto Dalu00ED i Domu00E8nech||
847,902||Elizabeth Warren Robin Leach Chris Barrett|James Scurlock||
848,903||Mae Clarke William Henry Pratt Morton Lowry Maximilian Schreck|Albert DeMond||
849,904|Don Juan|Johan Verner u00D6lund John Sidney Blyth Lucile Vasconcellos Langhanke|||
850,905||Lew Davis Jerome Lester Horwitz Harry Moses Horwitz Jack 'Tiny' Lipson Bud Jamison Larry Fine (actor) Stanley Blystone Harry Semels|||
851,906||Erland Josephson Ingrid Thulin Max Carl Adolf von Sydow Gertrud Fridh Georg Rydeberg Liv Johanne Ullmann|Ernst Ingmar Bergman||
852,907|The Master Gunfighter|Ron O'Neal Barbara Carrera|Tom Laughlin||
853,908|The Private Lives of Elizabeth and Essex|Ruth Elizabeth Davis Errol Leslie Thomson Flynn|Aeneas MacKenzie Maxwell Anderson Norman Reilly Raine||
854,909|Salsa|Angela Alvarado Moon Orona Robby Rosa Miranda Garrison Rodney Harvey|Tom?s Benitez Eli Tavor Boaz Davidson Shepard Goldman||
855,910|Lovers of the Arctic Circle|Nancho Novo Najwa Nimri Fele Mart?nez|Julio Mu00E9dem||
856,911|Best of the Best|Todd Jones Eric Anthony Roberts|Paul Levine||
857,912|Nostalghia|Domiziana Giordano Erland Josephson Oleg Yankovsky|Andrei Arsenyevich Tarkovsky Tonino Guerra||
858,913|He Winked and Won|Oliver Hardy|||
859,914|Innocence||||
860,915|Thirteen Women|Jill Esmond Ricardo Cortez Myrna Adele Williams Irene Marie Dunn Florence Eldridge|Bartlett Cormack Tiffany Thayer Samuel Ornitz||
861,917||Jimmy Coup Andrew W.K.|||
862,918|Love Object|Elmore Rual Torn Melissa Sagemiller Desmond Harrington|Robert Parigi||
863,919||Victor McLaglen|Mary Jane West||
864,920|Independence Day Saturn Award for Best Science Fiction Film|Margaret Colin Judd Hirsch Robert Loggia Will Smith Jeffrey Lynn Goldblum Vivica Anjanetta Fox Mary McDonnell Randall Rudy Quaid Bill Pullman|Dean Devlin||
865,921||K. Balachander Praksh Raj Geethu Mohandas Vimala Raman Uday Kiran|||
866,922||Sh?z? Iizuka T?ru Furuya Kenji Utsumi J?ji Yanami Hiromi Tsuru Masaharu Sat? Hisao Egawa Kin'ya Aikawa Bin Shimada Yoshio Nagahori Hirohiko Kakegawa Naoki Tatsuta Naoko Watanabe Masako Nozawa|Aya Matsui Akira Toriyama||
867,923|Phoenix 2772|Keiko Takeshita Toshikazu Shiozawa|Osamu Tezuka Suguru Sugiyama||
868,924|Who's Harry Crumb?|John Franklin Candy|Robert Conte Peter Martin Wortmann||
869,925|Moon Zero Two|Warren Misel Catherine Schell James Olson (actor) Adrienne Riccoboni|Frank Hardman Gavin Lyall Martin Davison Michael Carreras||
870,926|Tokyo Godfathers|Toru Emori Aya Okamoto Yoshiaki Umegaki|Keiko Nobumoto||
871,927||William Claude Rains|Ennio De Concini||
872,928|Aflatoon|Urmila Matondkar Anupam Kher Shazia Malik Rajiv Hari Om Bhatia|Robin Henry||
873,929|Vaali|Jyothika Saravanan Ajith VIVEKANANDHAN DEVAR Rishibala Naval|S.J. Suryah||
874,930||Hema Malini Ajit Khan Dharmendra|||
875,931|Lycanthropus|Barbara Lass Carl Schell|Ernesto Gastaldi||
876,932|Away All Boats|Jeff Chandler Betty May Adams Alexander Crichlow Barker Jr. George Nader|Ted Sherdeman   Kenneth M. Dodson (novel)||
877,933||Richard Pryor|Denis Hamill John Hamill Alan Swyer||
878,934||Juliette Huot ?mile Genest Serge Dupire Gabriel Arcand Pierre Curzi|Jacques Vigoureux Roger Lemelin||
879,"935||""Weird Al"" Yankovic|||"
880,936|Breathless|Richard Tiffany Gere Val?rie Kaprisky|L.M. Kit Carson Jim McBride||
881,937||Sivaji Rao Gaekwad|||
882,938|Little Women|Susan Abigail Tomalin Christian Charles Philip Bale Kirsten Caroline Dunst Claire Catherine Danes Samantha Mathis Winona Laura Horowitz Eric Stoltz Mary Isabelle Wickenhauser Trini Alvarado Gabriel James Byrne John Neville (actor)|Louisa May Alcott Robin Swicord||
883,940|The Uchoten Hoteru|Koichi Sato Kumiko Aso Koji Yakusho Shingo Katori Keiko Toda Katsuhisa Namase Takako Matsu  Toshiyuki Nishida Ryoko Shinohara You (actress)|Koki Mitani||
884,941|Fortress 2|Elizabeth May Brice David Roberson Christopher Lambert Bet Tousssaint Aidan Rea|Steven Feinberg Troy Neighbors||
885,942|2000 AD|James Lye Aaron Kwok Fu-Shing u90EDu5BCCu57CE Gigi Choi Lok-Chi Daniel Wu 90EDu5983u4E3D|Stu Zicherman Gordon Chan||
886,943|God's Angry Man|Gene Scott|||
887,944|Radioactive Dreams|Michael Dudikoff Lisa Blount Don Murray John Stockwell Norbert Weisser|Albert Pyun John Spencer||
888,945||Hung Kam-Bo Leung Kar Yan|Lau Tin-chi||
889,946||Rakhee Zeenat Aman Dharam Pishorimal Anand|Dharam Pishorimal Anand||
890,947||Florence La Badie Jean Darnell|||
891,948|Metamorphoses|Peter Alexander Ustinov|Takashi Ovid||
892,949|Bloody Mallory|Jeffrey Ribier Adri? Collado Olivia Bonamy|St?phane Kazandjian||
893,950||Genelia D'Souza Sumanth|Surya Kiran||
894,951||Uljas Kandolin Ritva Arvelo Hannes H?yrinen Kaarlo Halttunen|Aarne Tarkas||
895,952|The Dead Letter|Oliver Hardy|Fred H. Hayn||
896,953||Eugen Kl?pfer Aud Egede Nissen Maximilian Schreck|Karl Grune||
897,954|Repossession Mambo|Jude Law Carice Anouk van Houten Alice Braga Forest Steven Whitaker|Eric Garcia Garrett Lerner||
898,955|Gumby: The Movie|Charles Farrington Art Clokey Gloria Clokey|Art Clokey Gloria Clokey||
899,956|Doug's 1st Movie|Alice Playten Bob Bottone Fran Brill David O'Brien Doug Preis Chris Phillips Melissa Greenspan Bruce Bayley Johnson Franklin W. Welker Becca Lish Eddie Korbich Constance Shulman Doris Belack Thomas McHugh (actor) Greg Lee Fred Newman (sound effects) Guy Hadley|Jim Jinkins Doug Ken Scarborough||
900,957|Design for Living|Edward Everett Horton Ernest Frederick McIntyre Bickel Ellen Miriam Hopkins Frank James Cooper|Ben Hecht Nou00EBl Peirce Coward||
901,958|The Angelic Conversation|Paul Reynolds</br>Phillip Williamson|William Shakespeare||
902,959|Factotum|Lili Taylor Matthew Raymond Dillon Marisa Tomei|||
903,960||Zbigniew Cybulski Kalina Jedrusik Wanda Koczeska Krystyna Stypulkowska Tadeusz Lomnicki|Jerzy Skolimowski Jerzy Andrzejewski||
904,961||Christopher Thomas Howell Steven Robert Guttenberg Bryan Brown Peter Weller Adam Baldwin Rutger Oelsen Hauer|Paul Gallico Bryce Zabel||
905,963|The Blue Lamp BAFTA Award for Best British Film|Jack Warner Jimmy Hanley Derek Jules Gaspard Ulric Niven van den Bogarde Robert Flemyng|T.E.B. Clarke||
906,964||Supriya Pathak Soumitra Chatterjee Shabana Azmi Hugh John Mungo Grant|Jean-Claude Carri?re Mircea Eliade||
907,965|Tag der Freiheit|Adolf Hitler Nazi Leaders Hermann G?ring|Helene Berta Amalie Riefenstahl||
908,966|Clothes Make the Man|Eldon Raymond McKee|Edwin R. Coffin||
909,967|A Year and a Half in the Life of Metallica|Bob Rock Metallica|||
910,968||Scott Brady Cameron Mitchell (actor) Anne Helm|Rex Carlton||
911,969|The Gene Generation|Bai Ling Robert David Hall Rebecca Parisi Dorothy Faye Dunaway Mark Newman Michael Shamus Wiles Parry Shen|Pearry Teo Keith Collea||
912,970|Mr. Freedom||||
913,972||Walter John Matthow Robin McLaurim Williams Jerry Reed|Michael Leeson Jonathan Reynolds||
914,973|The Most Dangerous Game|Oscar George Hendrian Steve Clemento Morro Leslie Banks Joel Albert McCrea Vina Fay Wray Noble Mark Johnson Robert Armstrong|James Ashmore Creelman||
915,974|Thunder Afloat|Chester Morris Wallace Fitzgerald Beery|||
916,975|Honey Britches|Richmond Reed Carradine|Barbara Morris Davison||
917,976|The Dish|Nigel John Dermot Neill Patrick J. Warburton Tom Long (actor) Kevin Harrington|Rob Sitch Santo Cilauro Jane Kennedy (actor) Tom Gleisner||
918,977|True Stories|John Stephen Goodman Spalding Gray Tito Larriva David Byrne (musician)|David Byrne (musician) Beth Henley Stephen Harold Tobolowsky||
919,978||James Neville Mason Diana Coupland|Bill Naughton||
920,979||Roberto Escalada Tito G?mez|Julio Porter||
921,981||Tyler Coppin Cassandra Delaney Saskia Post David Pledger Jay Hackett|John Duigan||
922,982||Gloria May Josephine Swanson Nancy Kelly|James Ashmore Creelman Fannie Hurst||
923,983|Chithram|Renjini Mohanlal Viswanathan Nair|||
924,984||Rosel Zech K.d. lang Oscar Kawagley|Felix Adlon Percy Adlon||
925,985|Murder in Mississippi|Thomas Edward Hulce Jennifer Grey Blair Underwood|Stanley Weiser||
926,986|Off the Map|Sam elliot Valentina D'Angelis Joan Allen J.K. Simmons|Joan Ackermann||
927,987|The Story of G.I. Joe|Oliver Burgess Meredith Robert Mitchum|Guy Endore Philip Stevenson Leopold Atlas||
928,988|Idle Roomers|Frank Molino Alfred Molino|Jack Townley Ernest Pagano||
929,989||Rosanna Roces Ricky Davao Gardo Versoza|Bibeth Orteza||
930,990|Mala Noche|Tim Streeter Doug Cooeyate Ray Monge|Walt Curtis(novel) Gus Van Sant||
931,991||Dead Kennedys|||
932,992|The Twelve Gold Medallions||Gang Cheng||
933,993|The Boy Friend|Christopher Gable Twiggy|Henry Kenneth Alfred Russell Sandy Wilson||
934,994|Twelve Months||Samuil Yakovlevich Marshak||
935,995||Dimple Kapadia Aamir Khan Saif Ali Khan Akshaye Khanna Sonali Kulkarni Preity Zinta|Farhan Akhtar||
936,996|Bromo and Juliet|Oliver Hardy|H. M. Walker||
937,997||Yevgeniya Simonova Leonid Kuravlyov Yevgeny Leonov|Alexander Borodyanski||
938,998|The Perez Family|Alfred Molina Anjelica Huston Marisa Tomei Calogero Lorenzo Palminteri|Robin Swicord||
939,999|One Armed Boxer|Tang Hsin Jimmy Wang Yu Tien Yeh Lung Fei|Jimmy Wang Yu||
940,1000||Judy Greer Pamela Suzette Grier Julie Benz Rose Arianna McGowan Rebecca Gayheart|Darren Stein||
941,1001|The Sea Gypsies|Heather Rattray Mikki Jamison Robert Logan|Stewart Raffill||
942,1002|The Beast in the Heart|Giovanna Mezzogiorno Angela Finocchiaro Stefania Rocca Alessio Boni|Giulia Calenda Francesca Marciano Cristina Comencini||
943,1003||Sandahl Bergman Francis Timothy McCown Durgin Roddy Piper William Smith (actor)|Donald G. Jackson||
944,1005|El destino se disculpa|Gabriel Algara Nicol?s Perchicot Milagros Leal Fernando Fern?n-G?mez Rafael Dur?n Mary Lamar Mar?a Esperanza navarro|Wenceslao Fern?ndez Fl?rez Jos? Luis S?enz de Heredia||
945,1006||Anna Maria Pierangeli Bonar Colleano Carlos Thompson Julia Jean Mildred Frances Turner|Helen Deutsch||
946,1007||Mary Gail Artz Jack McClelland (actor) David Barth James P. Hayden Ken Carter Angie Brown|Garth Eliassen||
947,1008||Chic Johnson Noah Beery Lowell Sherman Charles King Ole Olsen (comedian) Irene Delroy Lotti Loder|Elmer Rice Sid Silvers Joseph Jackson||
948,1009||Rebecca Jenkins Catherine Fitch Dawn Greenhalgh Scott Renderer|Lori Lansens||
949,1010|Peking Opera Blues|Sally Yeh Cherie Chung Brigitte Lin|Raymond To||
950,1011||Tony Fields Lisa Orgolini Doug Savant Marc Price|Joel Soisson Rhet Topham Michael S. Murphey||
